sep=,
Well,Depth,Clay,Quartz,Carbonates,TOC,Formation,Sonic,GammaRay,NeutronPorosity,Resistivity,Density,Photoelectric,AvgPorosity,RHOMAA,UMA,GR_Dens,PEF_Dens
Iwana-1,7303,13.92750745,29.85352532,56.21896723,1.728,Luna (Discordancia Eoceno),64.83188,175.2496,0.09979954,67.86636,2.509711,4.157635,0.06141161,2.608491023,11.08447174,69.82859779,1.656619029
Iwana-1,7308,73.0096238,26.9903762,0,0.562,Simití,71.51716,564.0859,0.1746954,16.56749,2.596009,4.806816,0.135829125,2.84686738,14.36130677,217.289655,1.851617618
Iwana-1,7317,64.96334391,34.93817704,0.098479046,0.824,Simití,94.63981,133.9835,0.443703,2.828609,2.367395,3.000114,0.316136,2.999513061,10.15463145,56.59532947,1.267263807
Iwana-1,9071.2,37.60583003,56.87493302,5.519236952,1.37,Simití,80.06466,108.7962,0.2872013,7.782341,2.459618,10.22859,0.2015937,2.828164432,31.38455599,44.23296626,4.158609182
Iwana-1,9078.6,16.23639855,40.58032857,43.18327288,1.458,Simití,85.54916,105.7692,0.2815969,8.461221,2.425898,5.921936,0.2027141,2.788440006,17.89151877,43.60001946,2.44113149
Iwana-1,9080,29.01034929,63.55109961,7.4385511,2.069,Simití,81.55596,96.76318,0.2580046,10.43653,2.497102,4.681962,0.18004675,2.825838241,14.1487497,38.75019122,1.874958252
Iwana-1,9082.3,28.2012848,33.57601713,38.22269807,2.069,Simití,86.55961,113.9164,0.2825035,10.70895,2.545099,4.142675,0.182674905,2.890433818,12.78827802,44.75912332,1.62770682
Iwana-1,9090,31.59364261,65.16323024,3.243127148,1.672,Simití,83.73532,119.4353,0.2117941,8.284554,2.635597,3.568339,0.128822235,2.877454942,10.72145413,45.31622247,1.353901602
Iwana-1,9097,33.69880684,62.14124476,4.159948404,1.24,Simití,90.02512,130.0768,0.2383008,7.171324,2.574995,3.916042,0.14532099,2.842791249,11.71331922,50.51536022,1.520795963
Iwana-1,9100.5,27.59099157,70.78663678,1.622371651,1.515,Simití,85.57166,109.9311,0.2480048,12.08535,2.578889,3.83002,0.1547875,2.868037919,11.59448387,42.62730967,1.485143409
Iwana-1,9102.3,15.98430208,47.94229953,36.07339839,1.715,Simití,82.9643,123.493,0.2661978,5.359712,2.516001,2.743536,0.169445565,2.825287948,8.208994197,49.08304885,1.090435179
Iwana-1,9104,33.2013272,62.80637911,3.992293696,1.715,Simití,85.03162,90.21851,0.2557003,10.65193,2.615591,3.837164,0.16184121,2.927547643,11.87785792,34.49259078,1.467035175
Iwana-1,9112.3,39.34987169,56.10564585,4.544482464,0.846,Simití,84.89137,110.0407,0.2028043,6.91972,2.626495,4.154064,0.123365605,2.855385791,12.3756786,41.89640567,1.581599813
Iwana-1,9120.1,43.77438413,36.11637499,20.10924089,1.317,Simití,85.48859,110.4641,0.2162999,6.153667,2.604804,3.383025,0.131076725,2.846888035,10.06599655,42.40783568,1.298763746
Iwana-1,9130.2,63.11914324,33.95805444,2.92280232,0.609,Simití,86.94811,134.8631,0.346003,5.496741,2.631201,4.327812,0.204303235,3.050028443,14.18277935,51.25533929,1.644804787
Iwana-1,9138.2,61.60800775,38.14444086,0.247551394,0.64,Simití,84.01758,141.4752,0.3817002,3.869069,2.600995,4.426537,0.228684425,3.075667926,14.77872192,54.39272278,1.701862941
Iwana-1,9148.7,67.11343576,32.3744143,0.51214994,0.462,Simití,90.89252,146.1862,0.3071015,4.395202,2.660998,3.375407,0.1838264,3.035103806,10.89233721,54.93660649,1.268474084
Iwana-1,9150,70.94084507,28.1915493,0.867605634,0.702,Simití,92.01983,147.8009,0.3223093,4.540608,2.35333,3.384903,0.19254361,2.676040981,9.746064394,62.80500397,1.438346088
Iwana-1,9160.1,70.78369221,29.00863482,0.20767297,0.533,Simití,90.97585,139.9364,0.3386039,3.192752,2.478207,7.73525,0.220955,2.897460352,24.46466276,56.46679232,3.121309075
Iwana-1,9170.3,64.69754768,30.67029973,4.632152589,0.82,Simití,82.108,129.0605,0.4119016,5.047746,2.438704,8.338387,0.28230995,3.004631386,28.13708056,52.9217568,3.419187815
Iwana-1,9178.9,75.6225426,23.70030581,0.677151595,1.288,Simití,83.05513,136.6021,0.4323997,7.561083,2.5765,10.44602,0.26875785,3.15592058,36.62233038,53.01847467,4.054345042
Iwana-1,9181.7,73.73198684,25.30352888,0.964484285,1.122,Simití,88.70301,135.668,0.4347926,6.815345,2.394609,10.80168,0.29772035,2.985831428,36.61922992,56.65559597,4.510832457
Iwana-1,9190.5,74.17233063,25.35628152,0.471387854,1.186,Simití,90.93277,157.5991,0.4276933,4.454017,2.36365,11.02607,0.33498365,3.050551088,38.93780736,66.67615764,4.664848857
Iwana-1,9200.2,82.88695278,17.10229106,0.010756158,1.263,Simití,96.25597,145.34,0.3238015,4.364021,2.530088,5.560706,0.201841215,2.917022062,17.50047131,57.44464224,2.197831064
Iwana-1,9212.5,56.38605898,42.11260054,1.501340483,1.21,Simití,94.56533,183.0893,0.363699,7.399914,2.512799,3.0813,0.22297645,2.946915251,9.821065698,72.86269216,1.226242131
Iwana-1,9219.7,42.52602211,37.9761777,19.49780019,2.199,Simití,81.77689,164.8393,0.3219025,11.03967,2.521099,3.193502,0.194004395,2.887229894,9.868704559,65.38390599,1.266710272
Iwana-1,9234,49.18918919,42.16216216,8.648648649,3.801,Simití,95.35406,197.7327,0.1967989,11.4306,2.494804,4.096128,0.123923575,2.706248402,11.59382269,79.25780943,1.641863649
Iwana-1,9236.5,31.62775475,45.0469125,23.32533275,3.801,Simití,94.85424,303.9727,0.1876015,11.28889,2.531198,4.806547,0.12413268,2.748207708,13.81973678,120.0904473,1.898921775
Iwana-1,9240.2,29.92685026,65.10327022,4.969879518,0.593,Simití,92.47972,343.2135,0.1939988,13.35528,2.5488,2.937807,0.12981653,2.77985454,8.530355347,134.6568974,1.152623588
Iwana-1,9252.1,21.90100277,75.13334756,2.965649669,3.269,Simití,86.78359,111.3921,0.2350987,5.538731,2.506102,2.87991,0.15590747,2.784285427,8.458070913,44.44835047,1.149159132
Iwana-1,9254.5,13.99298707,77.55862371,8.448389218,4.186,Simití,87.9138,168.7657,0.2288996,5.564971,2.496902,2.997496,0.14415059,2.749024983,8.660844274,67.59003757,1.200486042
Iwana-1,9263.3,5.474764756,91.89478186,2.630453379,2.229,Simití,89.03683,91.49496,0.2316011,6.124688,2.408004,2.946614,0.18048355,2.718091199,8.547987686,37.99618273,1.223674878
Iwana-1,9271.3,31.31688142,62.43721337,6.245905219,2.562,Simití,87.23447,138.2085,0.2448978,5.927001,2.528497,3.233892,0.14975358,2.797710598,9.529013283,54.66033774,1.278977986
Iwana-1,9282.9,18.96514161,59.03050109,22.0043573,4.486,Simití,86.02162,297.8508,0.2476988,12.10966,2.497992,3.347083,0.158436025,2.780009654,9.840925694,119.2360904,1.339909415
Iwana-1,9288.7,27.966759,50.09418283,21.93905817,9.302,Simití,87.14165,683.9532,0.2408011,14.04461,2.4865,3.510119,0.17240505,2.796168524,10.44195396,275.0666399,1.411670621
Iwana-1,9300.3,78.69158879,19.93402969,1.374381528,3.793,Simití,105.4042,175.1367,0.4753901,12.30432,2.364501,6.736703,0.35175035,3.104900481,24.30092451,74.06920107,2.849101354
Iwana-1,9313.3,20.63754688,62.44209133,16.92036179,6.856,Simití,81.63513,491.035,0.3093007,20.82611,2.474197,4.194818,0.203689585,2.851284339,12.9057226,198.4623698,1.695426031
Iwana-1,9320.2,57.09720079,34.35089266,8.551906546,4.505,Simití,85.90065,355.2345,0.2594976,27.56459,2.453907,3.830311,0.16325089,2.737566234,11.13547827,144.7628211,1.560903082
Iwana-1,9330.7,15.68819309,64.42704936,19.88475756,3.568,Tablazo,92.71011,213.7393,0.3289043,8.918846,2.530006,4.612258,0.196789635,2.904863367,14.40549836,84.48173641,1.823022554
Iwana-1,9340.5,29.68386023,60.06655574,10.24958403,6.32,Tablazo,91.39208,231.4434,0.287999,11.59482,2.456195,3.265097,0.17331465,2.761486399,9.596223764,94.22843056,1.329331344
Iwana-1,9341.7,24.70467969,58.82553385,16.46978646,7.213,Tablazo,92.68727,223.0548,0.295599,11.53362,2.457602,3.081421,0.176240355,2.769450602,9.0861288,90.76115661,1.253832394
Iwana-1,9344.5,10.12551419,3.79706782,86.07741799,0.328,Tablazo,91.64332,344.8163,0.2639018,29.04167,2.453,3.205131,0.16204122,2.733975507,9.285857394,140.5692214,1.306616796
Iwana-1,9350.2,30.22444977,64.44759207,5.327958161,4.436,Tablazo,62.9664,43.79433,0.075107,69.97466,2.674898,4.73182,0.039246348,2.743316819,13.1537493,16.37233644,1.768972125
Iwana-1,9354.7,4.485230235,79.59383145,15.92093831,7.188,Tablazo,91.02094,152.54,0.2803999,12.83519,2.456901,2.977399,0.1913893,2.801733517,8.928251791,62.08634373,1.211851434
Iwana-1,9360.4,22.86771105,72.9329852,4.199303742,3.142,Tablazo,87.93049,141.3551,0.2394999,12.80238,2.486495,3.150815,0.15975713,2.769125396,9.229006821,56.84913905,1.267171259
Iwana-1,9369.3,6.206000217,87.46886169,6.325138092,7.075,Tablazo,90.19537,253.2572,0.2266018,21.29057,2.388197,3.021589,0.142684045,2.619236166,8.333926041,106.0453556,1.265217652
Iwana-1,9372,40,48.27167311,11.72832689,7.075,Tablazo,88.3617,319.7332,0.2372005,18.11119,2.436595,3.129689,0.15069893,2.691502638,8.890174958,131.221315,1.284451868
Iwana-1,9379.9,52.11608222,38.82598659,9.057931186,4.285,Tablazo,86.93091,253.842,0.2961956,19.05927,2.513494,3.420811,0.1773411,2.83975886,10.34391942,100.9916873,1.360978383
Iwana-1,9390.2,20.37057221,72.62125341,7.008174387,5.394,Tablazo,85.14169,468.0034,0.2169949,38.07748,2.513311,4.369943,0.14612034,2.77227667,12.77693585,186.209904,1.738719562
Iwana-1,9392.1,5.851007141,8.771181925,85.37781093,5.91,Tablazo,83.31378,356.6405,0.1951085,76.31367,2.587991,4.852314,0.119921795,2.804374874,14.20076533,137.8059275,1.87493465
Iwana-1,9404.9,37.34310785,46.68443852,15.97245363,5.668,Tablazo,88.90504,261.3109,0.2410018,23.74264,2.480499,3.573507,0.14462041,2.730809359,10.27820916,105.3461017,1.440640371
Iwana-1,9409.3,20.67640277,64.59866037,14.72493686,5.862,Tablazo,89.88853,217.4562,0.2711973,21.05949,2.4791,3.541605,0.1576106,2.755838808,10.32917515,87.71578395,1.42858497
Iwana-1,9414.2,11.27095605,54.9275034,33.80154055,8.898,Tablazo,93.58945,177.2182,0.3316998,14.29848,2.466599,3.969652,0.2195732,2.879226854,12.40571576,71.84718716,1.609362527
Iwana-1,9420,18.74525128,44.56745903,36.6872897,7.321,Tablazo,85.87263,281.1026,0.2548966,50.72017,2.435506,3.913593,0.147143045,2.683173235,11.08979373,115.4185619,1.606891135
Iwana-1,9428.8,55.38328093,36.70172395,7.914995121,8.441,Tablazo,88.28658,185.7017,0.2595022,21.40384,2.460699,3.705311,0.16368346,2.746586287,10.80429827,75.46705225,1.505796117
Iwana-1,9431.5,39.60860609,35.52300298,24.86839094,4.753,Tablazo,95.66132,205.7752,0.307703,29.99069,2.493691,4.314251,0.19823159,2.862995575,13.29472821,82.51832324,1.730066396
Iwana-1,9442.3,52.77684281,35.03870751,12.18444968,6.943,Tablazo,90.28012,188.8822,0.2893046,35.32272,2.48049,4.783612,0.192905525,2.834345353,14.5822445,76.14713222,1.928494773
Iwana-1,9450.5,51.67594716,33.6062889,14.71776395,7.498,Tablazo,90.85308,220.1843,0.2893021,41.11822,2.407901,3.87079,0.19055269,2.73933619,11.39691571,91.44242226,1.607537021
Iwana-1,9460.4,51.66484118,37.86418401,10.47097481,5.83,Tablazo,84.74548,235.7192,0.2519,49.39606,2.472701,4.130698,0.142513555,2.717462717,11.82843689,95.32863051,1.670520617
Iwana-1,9470.3,43.86526781,36.55438984,19.58034235,7.503,Tablazo,93.925,155.4752,0.298104,15.63397,2.4667,4.145398,0.2090452,2.854341108,12.79583947,63.02963473,1.680544047
Iwana-1,9482,14.85969388,26.72193878,58.41836735,6.302,Tablazo,87.43121,162.6511,0.2538991,24.92363,2.442396,3.954617,0.1772502,2.753140505,11.63186626,66.59489288,1.619154715
Iwana-1,9492.4,5.985617597,13.47292724,80.54145516,7.341,Tablazo,93.16176,149.1284,0.3612977,10.00471,2.456902,5.297602,0.25105945,2.945283908,17.21119149,60.69774049,2.156212173
Iwana-1,9501.2,55.2983081,23.61976848,21.08192342,7.343,Tablazo,87.66465,161.1297,0.2047027,33.93477,2.451108,4.656194,0.14607007,2.699329124,13.27954312,65.73749504,1.89962825
Iwana-1,9509.2,67.90205162,17.44981249,14.64813589,8.267,Tablazo,94.79649,196.6377,0.274103,19.27523,2.445094,4.37169,0.177119395,2.756140552,12.88234675,80.42132532,1.787943531
Iwana-1,9521.6,65.485942,22.12751826,12.38653974,5.578,Tablazo,95.61679,172.8701,0.2999035,20.5946,2.471195,4.393481,0.20706755,2.855385033,13.56182926,69.95405057,1.7778771
Iwana-1,9529.5,36.20862588,24.54028753,39.25108659,7.81,Tablazo,89.6562,199.1626,0.2948009,30.72673,2.425498,4.235518,0.19630024,2.773669809,12.66031275,82.11204462,1.74624675
Iwana-1,9534.5,13.14698693,11.38271867,75.4702944,5.112,Tablazo,80.59817,168.1023,0.2406923,11.67048,2.516805,4.799371,0.14539248,2.774855667,14.04900426,66.79194455,1.906930016
Iwana-1,9540.3,41.55698054,33.9520756,24.49094386,9.579,Tablazo,95.90446,246.9455,0.2828068,36.84964,2.438992,4.357678,0.17079238,2.735382027,12.71448228,101.2489996,1.786671707
Iwana-1,9550.5,45.69098523,26.77981045,27.52920432,7.327,Tablazo,93.59186,140.6472,0.3150025,9.845014,2.415992,4.996912,0.227746,2.833583251,15.4853538,58.21509343,2.068265127
Iwana-1,9559.4,24.12421262,23.0854238,52.79036358,9.443,Tablazo,101.2897,172.8853,0.3370004,31.14574,2.453088,4.893326,0.2426645,2.918684652,15.68977955,70.47659929,1.994761704
Iwana-1,9570.5,35.92651395,26.02630982,38.04717623,8.091,Tablazo,90.49023,142.2514,0.228505,29.74071,2.540188,4.622309,0.161427935,2.836679356,13.90556682,56.00034328,1.819672009
Iwana-1,9579.9,12.50136717,22.3230887,65.17554413,11.479,Tablazo,96.21227,186.7836,0.3021027,37.07995,2.342799,4.318716,0.2309366,2.746018599,13.00596963,79.7266859,1.843400138
Iwana-1,9590.1,61.77404719,27.48411978,10.74183303,0.707,Tablazo,94.05994,183.2967,0.291098,38.11695,2.455199,4.416591,0.2060411,2.832839206,13.52789075,74.65655533,1.798872922
Iwana-1,9600,59.42337895,16.62553287,23.95108818,8.674,Tablazo,97.38506,180.3054,0.3102943,17.16059,2.458206,4.179008,0.2112914,2.848852669,12.89096739,73.34836869,1.700023513
Iwana-1,9610,24.62987887,9.724091521,65.64602961,7.528,Tablazo,73.80857,181.3852,0.1254074,34.12251,2.628384,4.89581,0.076263585,2.762823218,13.88917517,69.01015985,1.862669229
Iwana-1,9621.1,61.20727918,16.16733245,22.62538837,12.858,Tablazo,106.6951,221.7012,0.371201,7.610439,2.3293,4.666285,0.2470674,2.765496673,14.27172094,95.17932426,2.003299274
Iwana-1,9630.3,67.47578481,17.24822033,15.27599487,9.84,Tablazo,102.0373,197.8553,0.3594058,17.11786,2.341406,4.707488,0.26002535,2.812772911,14.7195961,84.50277312,2.010538967
Iwana-1,9640,33.96330074,18.86605867,47.17064059,11.148,Tablazo,91.78663,222.8199,0.2793001,49.92806,2.365011,4.536453,0.1924988,2.690413587,13.16717777,94.21516433,1.918153023
Iwana-1,9650.1,19.77688725,4.570562114,75.65255063,8.085,Tablazo,103.7772,214.9598,0.2958004,21.25198,2.361506,5.261875,0.2074465,2.717872674,15.54750075,91.02657372,2.228186166
Iwana-1,9659.7,25.69369757,20.28393203,54.0223704,8.991,Tablazo,79.25786,117.833,0.1918046,26.68061,2.308425,7.697213,0.16760695,2.571883619,21.24553472,51.04475996,3.334400295
Iwana-1,9670.5,26.16266494,13.10837119,60.72896388,8.305,Tablazo,90.81862,181.1171,0.2566928,31.03446,2.423903,4.120752,0.17967535,2.735779853,12.06652203,74.72126566,1.700048228
Iwana-1,9679.6,3.443081558,12.91155584,83.6453626,11.949,Tablazo,88.65948,223.8725,0.2445913,63.47379,2.329622,4.229833,0.17226997,2.606347422,11.80067978,96.09820821,1.81567353
Iwana-1,9690,15.03071179,44.29724196,40.67204625,9.475,Tablazo,92.64086,397.7469,0.2323985,51.37319,2.340105,4.382892,0.143142955,2.563977338,11.88629546,169.9696808,1.872946727
Iwana-1,9700,14.88485927,19.42374013,65.6914006,11.861,Tablazo,84.23096,325.2206,0.2072977,72.52425,2.326906,4.40993,0.13009253,2.52534154,11.72129987,139.7652505,1.895190437
Iwana-1,9710.3,0,7.353403965,92.64659603,26.697,Tablazo,97.65617,515.8756,0.315498,113.4959,2.183211,5.164857,0.190830005,2.462252688,13.81731612,236.2921403,2.365715911
Iwana-1,9719.8,4.025377379,15.07328812,80.9013345,11.386,Tablazo,88.86983,299.4053,0.2448951,71.09233,2.29801,4.574216,0.15240274,2.531399476,12.31173487,130.2889457,1.990511791
Iwana-1,9730,20.92801019,4.873646209,74.1983436,11.692,Tablazo,82.26387,178.4283,0.1854981,53.33202,2.4464,4.677685,0.124921205,2.652879727,13.00571794,72.93504742,1.912068754
Iwana-1,9740,0,9.464285714,90.53571429,2.988,Tablazo,84.35992,162.9967,0.2266946,40.0988,2.397107,4.58532,0.1681136,2.679444453,13.11170115,67.99725669,1.912855788
Iwana-1,9749.3,27.78052397,19.38952051,52.82995551,8.249,Tablazo,91.47398,235.7292,0.2376014,26.17657,2.403808,4.357198,0.146965925,2.645664624,12.19222626,98.06490369,1.812623138
Iwana-1,9760.2,16.44266204,15.4238023,68.13353566,15.461,Tablazo,84.68181,275.6413,0.2238973,44.99909,2.39561,4.330495,0.13267315,2.609093504,11.88460907,115.0610074,1.807679464
Iwana-1,9770,43.24505531,18.42663985,38.32830484,4.253,Tablazo,84.60142,159.9056,0.2161968,25.7647,2.489904,4.856277,0.141874745,2.736231385,14.00812537,64.22159248,1.950387244
Iwana-1,9779,51.44119271,13.30756488,35.25124241,4.857,Tablazo,99.85109,134.9152,0.300489,9.904473,2.422014,5.472638,0.2268735,2.839303141,16.99769585,55.70372426,2.259540201
Iwana-1,9788.2,71.92982456,24.52766532,3.542510121,21.302,Tablazo,98.29086,167.7813,0.3241946,7.73423,2.428401,5.872836,0.21881165,2.82849757,18.11623918,69.09126623,2.418396303
Iwana-1,9799,11.25813449,16.0845987,72.65726681,4.342,Tablazo,96.45628,136.939,0.3149928,6.74755,2.438604,5.909686,0.22301065,2.851510577,18.40421441,56.15466882,2.423388955
Iwana-1,9809.3,73.76611827,22.198755,4.035126723,3.751,Tablazo,56.95408,74.07766,0.05460474,121.7485,2.708292,5.257813,0.02730737,2.756250585,14.62542098,27.35216882,1.941375967
Iwana-1,9819.2,51.97080292,31.49915778,16.5300393,6.674,Tablazo,82.2226,187.7773,0.1838026,12.67451,2.5655,4.883902,0.1154304,2.76978725,14.0994393,73.19325668,1.903684272
Iwana-1,9827,51.30176865,21.89388114,26.80435021,6.632,Tablazo,77.45573,169.7302,0.1766982,29.81113,2.505603,4.57409,0.103484045,2.679393425,12.72605528,67.74026053,1.825544589
Iwana-1,9830.5,64.22611353,27.37101892,8.402867552,4.236,Tablazo,84.53607,129.9136,0.1617097,28.7466,2.562599,4.646319,0.109131215,2.754017007,13.30396464,50.69603165,1.81312761
Iwana-1,9841.3,30.1743462,53.87297634,15.95267746,4.109,Tablazo,77.83449,112.0799,0.1655041,56.76553,2.554898,4.975307,0.106519865,2.740271483,14.1672338,43.86863977,1.947360325
Iwana-1,9851.9,48.66873752,22.5759929,28.75526958,3.644,Tablazo,76.32327,143.5623,0.1707011,23.77868,2.540194,4.896599,0.10005478,2.711430836,13.76559788,56.51627395,1.927647652
Iwana-1,9860.3,45.57532087,28.36072957,26.06394956,3.738,Tablazo,77.73032,171.7744,0.1688996,36.13976,2.466206,4.495312,0.10442524,2.637167622,12.32075009,69.65127812,1.822764197
Iwana-1,9872.4,10.17488076,14.8080854,75.01703384,2.98,Tablazo,70.49167,176.6905,0.163197,29.94859,2.535199,4.936981,0.098108525,2.702199259,13.82336498,69.69492336,1.947374151
Iwana-1,9881.4,8.924970816,7.874349995,83.20067919,0.449,Tablazo,60.38192,63.92546,0.05270389,31.13709,2.699698,4.748006,0.03413677,2.759770894,13.25354721,23.67874481,1.758717457
Iwana-1,9887.3,4.253518146,3.988995873,91.75748598,0.217,Tablazo,58.48948,70.14977,0.05550299,23.20849,2.682494,4.983005,0.036095975,2.745499507,13.84871593,26.15095132,1.857601545
Pico Plata 1,14972.16,10.53260091,59.38619537,30.08120373,3.40938,La Renta Superior,76.72709656,92.84069824,0.2268,59.084301,2.494600058,4.2057,0.14095,2.739828948,12.13091725,37.21666644,1.685921552
Pico Plata 1,14972.83,14.22778357,46.77325918,38.99895725,3.40938,La Renta Superior,76.72709656,92.84069824,0.2268,59.084301,2.494600058,4.2057,0.14095,2.739828948,12.13091725,37.21666644,1.685921552
Pico Plata 1,14975.2,15.31094821,53.38141405,31.30763774,3.960372,La Renta Superior,76.07849884,104.3244019,0.2511,74.415802,2.510099888,4.2566,0.15565,2.78847621,12.5619307,41.56185272,1.695789088
Pico Plata 1,14976.6,8.492451155,51.9205151,39.58703375,4.144036,La Renta Superior,75.67160034,105.1539993,0.2509,118.3968964,2.525399923,4.0288,0.16005,2.816060388,12.01774655,41.63855331,1.595311682
Pico Plata 1,14977,13.675602,53.62335302,32.70104498,4.235868,La Renta Superior,75.67160034,105.1539993,0.2509,118.3968964,2.525399923,4.0288,0.16005,2.816060388,12.01774655,41.63855331,1.595311682
Pico Plata 1,14977.8,6.245795021,62.40188383,31.35232115,4.235868,La Renta Superior,76.23320007,102.5190964,0.255,86.90229797,2.521199942,4.9293,0.15495,2.800130101,14.61484631,40.66281879,1.955140455
Pico Plata 1,14978.83,13.10796826,55.36391859,31.52811314,4.235868,La Renta Superior,76.98549652,111.3522034,0.2484,100.1380005,2.514899969,5.5539,0.1508,2.783914236,16.35904727,44.27699103,2.208397975
Pico Plata 1,14979.83,8.109619687,57.87472036,34.01565996,4.3277,La Renta Superior,77.24479675,120.2229996,0.2605,110.8719025,2.516400099,4.4253,0.15675,2.79828058,13.11289695,47.77578877,1.758583622
Pico Plata 1,14980.6,7.064770189,63.5829317,29.35229811,4.3277,La Renta Superior,75.48259735,123.0276032,0.2536,82.60420227,2.517299891,4.3434,0.1581,2.802232914,12.8929687,48.87284332,1.725420168
Pico Plata 1,14981.5,13.68307839,48.62571702,37.69120459,4.419532,La Renta Superior,75.48259735,123.0276032,0.2536,82.60420227,2.517299891,4.3434,0.1581,2.802232914,12.8929687,48.87284332,1.725420168
Pico Plata 1,14982.3,23.43768742,43.9006837,32.66162888,4.419532,La Renta Superior,76.77929688,138.6855011,0.312,80.27200317,2.520299912,4.2761,0.18745,2.871023213,13.14790407,55.02738006,1.696663155
Pico Plata 1,14983.8,4.626811153,51.33325216,44.03993669,4.511364,La Renta Superior,73.73040009,133.8609009,0.2981,49.5428009,2.522300005,4.1768,0.17955,2.855445189,12.73126657,53.07096722,1.655948932
Pico Plata 1,14984.92,20.40436904,54.96165466,24.6339763,4.555573,La Renta Superior,74.75630188,140.2633972,0.2638,61.36180115,2.520999908,4.1445,0.16065,2.81211641,12.35236686,55.63800171,1.64399054
Pico Plata 1,14985.8,13.05361305,57.30769231,29.63869464,4.41648,La Renta Superior,77.3986969,161.2769013,0.28,53.45610046,2.522700071,4.2781,0.1706,2.83590556,12.90940822,63.93027181,1.695841709
Pico Plata 1,14986.9,14.5954768,56.9363488,28.4681744,4.277387,La Renta Superior,76.47399902,151.2057953,0.2347,48.61289978,2.528599978,4.2659,0.14315,2.783976166,12.50531557,59.79822694,1.687060048
Pico Plata 1,14987.9,1.998637293,69.28230752,28.71905519,4.207841,La Renta Superior,73.1588974,127.3699036,0.2585,58.78979874,2.53460002,4.1726,0.15735,2.821159461,12.45736313,50.25246689,1.646255807
Pico Plata 1,14988.6,2.154670394,44.50267878,53.34265083,4.207841,La Renta Superior,72.27220154,128.5162048,0.3157,58.83959961,2.510799885,4.1549,0.1897,2.864494489,12.7573398,51.18536352,1.654811291
Pico Plata 1,14989.5,5.148444863,61.00377003,33.84778511,4.207841,La Renta Superior,72.27220154,128.5162048,0.3157,58.83959961,2.510799885,4.1549,0.1897,2.864494489,12.7573398,51.18536352,1.654811291
Pico Plata 1,14991.83,10.52881195,64.83281954,24.63836851,4.694665,La Renta Superior,80.81700134,159.7581024,0.2793,46.2641983,2.595200062,4.2828,0.1729,2.9286665,13.33366319,61.55907006,1.650277396
Pico Plata 1,14992.25,10.15997069,69.38576139,20.45426792,5.154189,La Renta Superior,80.81700134,159.7581024,0.2793,46.2641983,2.595200062,4.2828,0.1729,2.9286665,13.33366319,61.55907006,1.650277396
Pico Plata 1,14993.6,13.02382407,69.84728161,17.12889432,5.337853,La Renta Superior,79.2723999,158.1627045,0.2453,69.5062027,2.490600109,3.749,0.1434,2.740135546,10.81667034,63.50385351,1.505259711
Pico Plata 1,14994.8,2.608885493,54.90666958,42.48444493,5.429685,La Renta Superior,76.49240112,130.5854034,0.2573,75.90720367,2.505100012,3.9484,0.15865,2.788910693,11.66198596,52.12782038,1.576144657
Pico Plata 1,14995.6,4.65899849,73.82363193,21.51736958,5.888845,La Renta Superior,76.76170349,126.5962982,0.2546,79.99530029,2.509200096,3.9687,0.16375,2.804723583,11.81032876,50.45285086,1.581659432
Pico Plata 1,14995.83,1.534078457,77.27372343,21.19219812,5.888845,La Renta Superior,76.76170349,126.5962982,0.2546,79.99530029,2.509200096,3.9687,0.16375,2.804723583,11.81032876,50.45285086,1.581659432
Pico Plata 1,14997.83,2.853814793,66.98893419,30.15725102,5.888845,La Renta Superior,76.79350281,122.1216965,0.2597,116.5143967,2.498500109,3.665,0.1568,2.777158573,10.76684404,48.87800326,1.466880064
Pico Plata 1,14998.4,22.02187064,53.99022801,23.98790135,5.797013,La Renta Superior,76.79350281,122.1216965,0.2597,116.5143967,2.498500109,3.665,0.1568,2.777158573,10.76684404,48.87800326,1.466880064
Pico Plata 1,14999.4,3.461759632,66.14146061,30.39677976,5.705181,La Renta Superior,77.16770172,118.5546036,0.253,150.202301,2.482399941,3.6663,0.1571,2.758690166,10.70432187,47.75805931,1.476917535
Pico Plata 1,15000.92,17.00140121,49.60298926,33.39560953,6.035309,La Renta Superior,77.46450043,111.2397003,0.2684,64.92459869,2.476599932,3.8188,0.16945,2.777857964,11.28519032,44.9162979,1.54195272
Pico Plata 1,15002.5,5.507584597,52.07701284,42.41540257,5.698182,La Renta Superior,78.26210022,121.6271973,0.2614,56.70940018,2.462500095,3.9173,0.1564,2.733641649,11.34204792,49.39175332,1.590781664
Pico Plata 1,15004.7,7.435835932,51.49916047,41.0650036,5.487472,La Renta Superior,81.0062027,174.0052948,0.2991,61.23960114,2.47149992,3.439,0.1849,2.805299865,10.31411879,70.40473415,1.39146272
Pico Plata 1,15005,21.3925091,43.05506634,35.55242456,5.468449,La Renta Superior,81.0062027,174.0052948,0.2991,61.23960114,2.47149992,3.439,0.1849,2.805299865,10.31411879,70.40473415,1.39146272
Pico Plata 1,15007.4,6.9326742,58.0626177,35.0047081,4.235868,La Renta Superior,74.32180023,125.680397,0.2766,55.82339859,2.455300093,3.5174,0.175,2.764000112,10.36214854,51.1873874,1.432574377
Pico Plata 1,15008.5,10.2036121,58.29978143,31.49660646,3.86854,La Renta Superior,76.45330048,124.8537979,0.1852,60.65589905,2.464999914,3.5102,0.1345,2.692663101,9.91957562,50.65062972,1.424016277
